Title,US_Gross,Worldwide_Gross,US_DVD_Sales,Production_Budget,Release_Date,MPAA_Rating,Running_Time_min,Distributor,Source,Major_Genre,Creative_Type,Director,Rotten_Tomatoes_Rating,IMDB_Rating,IMDB_Votes,Release_Year
Frailty,13110448.0,17423030.0,,11000000.0,2002-04-12,R,,Lionsgate,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,74.0,7.3,27629.0,2002
The Forbidden Kingdom,52075270.0,129075270.0,23318686.0,55000000.0,2008-04-18,PG-13,105.0,Lionsgate,Based on Book/Short Story,Action,Fantasy,Rob Minkoff,64.0,6.7,36548.0,2008
Freedom Writers,36605602.0,43090741.0,20532539.0,21000000.0,2007-01-05,PG-13,122.0,Paramount Pictures,Based on Book/Short Story,Drama,Dramatization,Richard LaGravenese,69.0,7.5,18065.0,2007
Next Friday,57176582.0,59675307.0,,9500000.0,2000-01-12,R,98.0,New Line,Original Screenplay,Comedy,Contemporary Fiction,Steve Carr,21.0,5.3,10176.0,2000
Freaky Friday,110222438.0,160822438.0,,26000000.0,2003-08-06,PG,97.0,Walt Disney Pictures,Remake,Comedy,Contemporary Fiction,Mark Waters,88.0,6.5,29137.0,2003
Frequency,44983704.0,68079671.0,,31000000.0,2000-04-28,PG-13,118.0,New Line,Original Screenplay,Drama,Science Fiction,,69.0,7.3,35968.0,2000
Serenity,25514517.0,38514517.0,,39000000.0,2005-09-30,PG-13,119.0,Universal,Based on TV,Action,Science Fiction,Joss Whedon,81.0,8.0,106648.0,2005
The Forgotton,66711892.0,111311892.0,,50000000.0,2004-09-24,PG-13,91.0,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Joseph Ruben,,4.9,1169.0,2004
Jason X,13121555.0,16951798.0,,14000000.0,2002-04-26,R,,New Line,,Horror,Contemporary Fiction,,21.0,4.4,17964.0,2002
Friday the 13th,65002019.0,91700771.0,9566980.0,17000000.0,2009-02-13,R,,Warner Bros.,,Horror,Fantasy,,26.0,5.6,26798.0,2009
Friday After Next,33253609.0,33526835.0,,10000000.0,2002-11-22,R,85.0,New Line,Original Screenplay,Comedy,Contemporary Fiction,,25.0,5.3,6742.0,2002
Frida,25885000.0,56298474.0,,12000000.0,2002-10-25,R,123.0,Miramax,Based on Real Life Events,Drama,Dramatization,,76.0,7.3,26243.0,2002
Friday Night Lights,61255921.0,61950770.0,,30000000.0,2004-10-08,PG-13,117.0,Universal,Based on Book/Short Story,Drama,Contemporary Fiction,Peter Berg,81.0,7.2,20868.0,2004
Frozen River,2503902.0,5281776.0,,1000000.0,2008-08-01,R,,Sony Pictures Classics,Original Screenplay,Drama,Contemporary Fiction,,87.0,7.2,10447.0,2008
The Princess and the Frog,104374107.0,263467382.0,68101150.0,105000000.0,2009-11-25,G,,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,John Musker,84.0,7.4,16232.0,2009
Full Frontal,2512846.0,3438804.0,,2000000.0,2002-08-02,R,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,Steven Soderbergh,37.0,4.8,6660.0,2002
Fireproof,33451479.0,33451479.0,31898934.0,500000.0,2008-09-26,PG,122.0,Samuel Goldwyn Films,Original Screenplay,Drama,Contemporary Fiction,Alex Kendrick,40.0,5.6,5498.0,2008
The Forsaken,6755271.0,6755271.0,,5000000.0,2001-04-27,R,,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,,8.0,5.1,4679.0,2001
Frost/Nixon,18622031.0,28144586.0,6677601.0,29000000.0,2008-12-05,R,122.0,Universal,Based on Play,Drama,Dramatization,Ron Howard,92.0,7.9,36366.0,2008
Factory Girl,1661464.0,1661464.0,,7000000.0,2006-12-29,R,90.0,MGM,Based on Real Life Events,Drama,Dramatization,,19.0,6.1,8680.0,2006
Fateless,196857.0,196857.0,,12000000.0,2006-01-06,R,,ThinkFilm,Based on Real Life Events,Drama,,,,6.0,462.0,2006
The Full Monty,45950122.0,257938649.0,,3500000.0,1997-08-13,R,90.0,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,Peter Cattaneo,95.0,7.2,40877.0,1997
Fun With Dick And Jane,110550000.0,202250000.0,29638269.0,140000000.0,2005-12-21,PG-13,90.0,Sony Pictures,Remake,Comedy,Contemporary Fiction,,29.0,6.3,1788.0,2005
Funny People,51855045.0,71880305.0,13721109.0,70000000.0,2009-07-31,R,,Universal,Original Screenplay,Comedy,Contemporary Fiction,Judd Apatow,67.0,6.8,37791.0,2009
Fur,223202.0,2281089.0,,16800000.0,2006-11-10,R,121.0,Picturehouse,Based on Book/Short Story,Drama,Dramatization,,,,,2006
Furry Vengeance,17630465.0,21630465.0,4335991.0,35000000.0,2010-04-30,PG,,Summit Entertainment,Original Screenplay,Comedy,Kids Fiction,Roger Kumble,8.0,2.6,3458.0,2010
Fever Pitch,42071069.0,50071069.0,,40000000.0,2005-04-08,PG-13,,20th Century Fox,Based on Book/Short Story,Comedy,Contemporary Fiction,Bobby Farrelly,,6.3,16736.0,2005
For Your Consideration,5549923.0,5549923.0,,12000000.0,2006-11-17,PG-13,86.0,Warner Independent,Original Screenplay,Comedy,Contemporary Fiction,Christopher Guest,50.0,6.2,7780.0,2006
The Game,48265581.0,48265581.0,,50000000.0,1997-09-12,R,128.0,Polygram,Original Screenplay,Thriller/Suspense,Contemporary Fiction,David Fincher,80.0,7.7,74136.0,1997
Gangs of New York,77730500.0,190400000.0,,97000000.0,2002-12-20,R,168.0,Miramax,Original Screenplay,Drama,Historical Fiction,Martin Scorsese,75.0,7.4,113378.0,2002
Garfield,75367693.0,200802638.0,,50000000.0,2004-06-11,PG,80.0,20th Century Fox,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Peter Hewitt,,4.8,19870.0,2004
Georgia Rule,18882880.0,20819601.0,19382312.0,20000000.0,2007-05-11,R,111.0,Universal,Original Screenplay,Drama,Contemporary Fiction,Garry Marshall,17.0,5.8,10902.0,2007
Gattaca,12532777.0,12532777.0,,36000000.0,1997-10-24,PG-13,,Sony Pictures,Original Screenplay,Drama,Science Fiction,Andrew Niccol,82.0,7.8,70906.0,1997
"Gone, Baby, Gone",20300218.0,34619699.0,11406490.0,19000000.0,2007-10-19,R,114.0,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Ben Affleck,,,,2007
"Goodbye, Lenin!",4063859.0,79316616.0,,6400000.0,2004-02-27,R,,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,,,3.3,198.0,2004
Good Boy!,37667746.0,45312217.0,,17000000.0,2003-10-10,PG,87.0,MGM,Based on Book/Short Story,Comedy,Kids Fiction,,45.0,5.0,1961.0,2003
Gods and Generals,12882934.0,12923936.0,,55000000.0,2003-02-21,PG-13,,Warner Bros.,,Drama,Historical Fiction,,8.0,6.0,7437.0,2003
The Good German,1308696.0,1308696.0,,32000000.0,2006-12-15,R,104.0,Warner Bros.,Based on Book/Short Story,Drama,Historical Fiction,Steven Soderbergh,32.0,6.1,13007.0,2006
Gods and Monsters,6451628.0,6451628.0,,3500000.0,1998-11-06,R,,Lionsgate,Based on Book/Short Story,Drama,Historical Fiction,Bill Condon,96.0,7.5,15946.0,1998
The Good Night,22441.0,22441.0,,15000000.0,2007-10-05,R,93.0,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,,29.0,6.0,4332.0,2007
The Good Thief,3517797.0,3517797.0,,30000000.0,2003-04-02,R,,Fox Searchlight,Remake,Drama,Contemporary Fiction,Neil Jordan,78.0,,,2003
George and the Dragon,0.0,0.0,,32000000.0,2004-12-31,PG,,,Original Screenplay,,,,,5.7,1762.0,2004
Gerry,254683.0,254683.0,,7000000.0,2003-02-14,R,,ThinkFilm,,Drama,,Gus Van Sant,,6.2,8583.0,2003
G-Force,119436770.0,287389685.0,44145849.0,82500000.0,2009-07-24,PG,,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,,22.0,5.0,9633.0,2009
Gridiron Gang,38432823.0,41480851.0,34066576.0,30000000.0,2006-09-15,PG-13,126.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Phil Joanou,41.0,6.8,12400.0,2006
The Good Girl,14018296.0,15976468.0,,8000000.0,2002-08-07,R,,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,,81.0,6.6,21460.0,2002
Ghost Ship,30113491.0,68349884.0,,20000000.0,2002-10-25,R,91.0,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,,13.0,5.3,25891.0,2002
Ghosts of Mississippi,13052741.0,13052741.0,,36000000.0,1996-12-20,PG-13,,Sony Pictures,Based on Real Life Events,Drama,Dramatization,Rob Reiner,50.0,6.4,5276.0,1996
The Glass House,17951431.0,22861785.0,,22000000.0,2001-09-14,PG-13,,Sony Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,21.0,5.6,10629.0,2001
Ghost Rider,115802596.0,237702596.0,103730683.0,120000000.0,2007-02-16,PG-13,110.0,Sony Pictures,Based on Comic/Graphic Novel,Action,Super Hero,Mark Steven Johnson,26.0,5.2,63235.0,2007
Ghost Town,13252641.0,26612350.0,7574314.0,20000000.0,2008-09-19,PG-13,102.0,Paramount Pictures,Original Screenplay,Romantic Comedy,Fantasy,David Koepp,85.0,4.7,310.0,2008
The Gift,12008642.0,44567606.0,,10000000.0,2000-12-19,R,,Paramount Vantage,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Sam Raimi,56.0,6.7,28488.0,2000
Gigli,6087542.0,7266209.0,,54000000.0,2003-08-01,R,,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Martin Brest,6.0,2.4,29031.0,2003
G.I.Jane,48169156.0,48169156.0,,50000000.0,1997-08-22,R,124.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Ridley Scott,,5.5,23807.0,1997
G.I. Joe: The Rise of Cobra,150201498.0,302469019.0,69866155.0,175000000.0,2009-08-07,PG-13,118.0,Paramount Pictures,Based on Toy,Action,Contemporary Fiction,Stephen Sommers,,5.8,47052.0,2009
"Girl, Interrupted",28871190.0,28871190.0,,24000000.0,1999-12-21,R,127.0,Sony Pictures,Based on Real Life Events,Drama,Dramatization,James Mangold,53.0,,,1999
Gladiator,187683805.0,457683805.0,,103000000.0,2000-05-05,R,150.0,Sony Pictures,Original Screenplay,Action,Historical Fiction,Ridley Scott,77.0,8.3,279512.0,2000
Glitter,4273372.0,4273372.0,,8500000.0,2001-09-21,PG-13,,20th Century Fox,Original Screenplay,Musical,Contemporary Fiction,Vondie Curtis-Hall,7.0,2.0,13778.0,2001
Gloria,4167493.0,4967493.0,,30000000.0,1999-01-22,R,,Sony Pictures,Remake,Drama,Contemporary Fiction,Sidney Lumet,19.0,4.7,2726.0,1999
Good Luck Chuck,35017297.0,59183821.0,26234476.0,25000000.0,2007-09-21,R,96.0,Lionsgate,Original Screenplay,Romantic Comedy,Contemporary Fiction,,5.0,5.6,29013.0,2007
John Carpenter's Ghosts of Mars,8434601.0,8434601.0,,28000000.0,2001-08-24,R,,Screen Media Films,Original Screenplay,Action,Science Fiction,John Carpenter,,,,2001
The Green Mile,136801374.0,286601374.0,,60000000.0,1999-12-10,R,187.0,Warner Bros.,Based on Book/Short Story,Drama,Fantasy,Frank Darabont,77.0,8.4,198916.0,1999
The Game of Their Lives,375474.0,375474.0,,20000000.0,2005-04-22,PG,,IFC Films,Based on Book/Short Story,Drama,,,25.0,6.0,1443.0,2005
"Gandhi, My Father",240425.0,1375194.0,,5000000.0,2007-08-03,Not Rated,,Eros Entertainment,Based on Book/Short Story,Drama,Dramatization,,40.0,8.1,50881.0,2007
Good Night and Good Luck,31501218.0,54601218.0,20967273.0,7000000.0,2005-10-07,PG,,Warner Independent,Based on Real Life Events,Drama,Dramatization,George Clooney,,7.7,42797.0,2005
The General's Daughter,102705852.0,149705852.0,,60000000.0,1999-06-18,R,116.0,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Simon West,22.0,6.1,23570.0,1999
Gun Shy,1638202.0,1638202.0,,10000000.0,2000-02-04,R,,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,,24.0,5.4,3607.0,2000
Go!,16875273.0,28383441.0,,6500000.0,1999-04-09,R,103.0,Sony Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Doug Liman,92.0,,,1999
Goal!,4283255.0,27610873.0,12616824.0,33000000.0,2006-05-12,PG,121.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,,,6.9,16809.0,2006
Godzilla 2000,10037390.0,10037390.0,,1000000.0,2000-08-18,PG,,Sony Pictures,Remake,Action,Science Fiction,,,,,2000
Godsend,14334645.0,16910708.0,,30000000.0,2004-04-30,PG-13,,Lionsgate,Original Screenplay,Thriller/Suspense,Science Fiction,,4.0,4.7,13866.0,2004
Godzilla,136314294.0,376000000.0,,125000000.0,1998-05-19,PG-13,139.0,Sony Pictures,Remake,Action,Science Fiction,Roland Emmerich,25.0,4.8,59455.0,1998
Smiling Fish and Goat on Fire,277233.0,277233.0,,40000.0,2000-08-25,R,,,,,,,,,,2000
Gone in 60 Seconds,101643008.0,232643008.0,,103300000.0,2000-06-09,PG-13,118.0,,,,,,,6.4,2940.0,2000
Good,27276.0,27276.0,,16000000.0,2008-12-31,R,,ThinkFilm,Based on Play,Drama,Historical Fiction,,34.0,6.2,1926.0,2008
Good Will Hunting,138433435.0,225933435.0,,10000000.0,1987-02-20,R,126.0,Miramax,Original Screenplay,Drama,Contemporary Fiction,Gus Van Sant,97.0,8.1,150415.0,1987
Gosford Park,41300105.0,41300105.0,,18000000.0,2001-12-26,R,137.0,USA Films,Original Screenplay,Comedy,Historical Fiction,Robert Altman,86.0,7.3,36648.0,2001
Gossip,5108820.0,12591270.0,,14000000.0,2000-04-21,R,,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,,28.0,,,2000
The Game Plan,90648202.0,147914546.0,50113315.0,22000000.0,2007-09-22,PG,110.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Andy Fickman,27.0,6.3,14984.0,2007
Girl with a Pearl Earring,11634362.0,22106210.0,,12000000.0,2003-12-12,PG-13,,Lionsgate,Based on Book/Short Story,Drama,Historical Fiction,Peter Webber,71.0,7.1,23493.0,2003
Galaxy Quest,71423726.0,90523726.0,,45000000.0,1999-12-25,PG,104.0,Dreamworks SKG,Original Screenplay,Comedy,Science Fiction,,89.0,7.2,52507.0,1999
Saving Grace,12178602.0,24325623.0,,4000000.0,2000-08-04,R,,Fine Line,Original Screenplay,Comedy,Contemporary Fiction,,63.0,6.8,8543.0,2000
Gracie,2956339.0,3036736.0,,9000000.0,2007-06-01,PG-13,98.0,Picturehouse,Based on Real Life Events,Drama,Dramatization,,59.0,6.2,2084.0,2007
The Great Raid,10166502.0,10597070.0,,60000000.0,2005-08-12,R,,Miramax,Based on Book/Short Story,Action,Historical Fiction,John Dahl,36.0,6.8,8894.0,2005
The Grand,115879.0,115879.0,,3000000.0,2008-03-21,R,,Anchor Bay Entertainment,Original Screenplay,Comedy,Contemporary Fiction,Zak Penn,,6.1,3346.0,2008
The Constant Gardener,33579798.0,81079798.0,,25500000.0,2005-08-31,R,,Focus Features,Based on Book/Short Story,Drama,Historical Fiction,Fernando Meirelles,83.0,7.6,50763.0,2005
Garden State,26782316.0,32381151.0,,2500000.0,2004-07-28,R,109.0,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Zach Braff,86.0,7.9,92594.0,2004
Grease,305260.0,206005260.0,21249794.0,6000000.0,1978-06-16,PG,,Paramount Pictures,Based on Musical/Opera,Musical,Historical Fiction,Randal Kleiser,83.0,7.0,60146.0,1978
Green Zone,35053660.0,84788541.0,14424476.0,100000000.0,2010-03-12,R,,Universal,Based on Factual Book/Article,Drama,Historical Fiction,Paul Greengrass,55.0,7.1,26759.0,2010
George Of The Jungle,105263257.0,174463257.0,,55000000.0,1997-07-16,PG,91.0,Walt Disney Pictures,Based on TV,Comedy,Kids Fiction,,54.0,5.3,19685.0,1997
The Brothers Grimm,37899638.0,105299638.0,,80000000.0,2005-08-26,PG-13,,Miramax/Dimension,Original Screenplay,Adventure,Fantasy,Terry Gilliam,37.0,5.9,43532.0,2005
The Girl Next Door,14589444.0,18589444.0,,25000000.0,2004-04-09,R,,20th Century Fox,Original Screenplay,Romantic Comedy,Contemporary Fiction,Luke Greenfield,56.0,7.0,5614.0,2004
How the Grinch Stole Christmas,260044825.0,345141403.0,,123000000.0,2000-11-17,PG,104.0,Universal,Based on Book/Short Story,Comedy,Kids Fiction,Ron Howard,53.0,5.7,40310.0,2000
Grindhouse,25031037.0,50187789.0,31070911.0,53000000.0,2007-04-06,R,191.0,Weinstein/Dimension,Original Screenplay,Horror,Fantasy,Robert Rodriguez,,7.9,82770.0,2007
Get Rich or Die Tryin',30981850.0,46437122.0,9906347.0,40000000.0,2005-11-09,R,,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Jim Sheridan,16.0,4.0,18126.0,2005
Wallace & Gromit: The Curse of the Were-Rabbit,56068547.0,185724838.0,35069986.0,30000000.0,2005-10-05,G,85.0,Dreamworks SKG,Original Screenplay,Adventure,Kids Fiction,Nick Park,95.0,7.9,38158.0,2005
Groove,1115313.0,1167524.0,,500000.0,2000-06-09,R,,Sony Pictures Classics,Original Screenplay,Comedy,Contemporary Fiction,,56.0,5.8,2486.0,2000
Grosse Point Blank,28084357.0,28084357.0,,15000000.0,1997-04-11,R,106.0,Walt Disney Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,,,7.4,41523.0,1997
The Grudge 2,39143839.0,68643839.0,8293678.0,20000000.0,2006-10-13,PG-13,102.0,Sony Pictures,Remake,Horror,Contemporary Fiction,,10.0,4.6,16024.0,2006
The Grudge,110359362.0,187281115.0,,10000000.0,2004-10-22,PG-13,96.0,Sony Pictures,Remake,Horror,Contemporary Fiction,,39.0,5.7,43218.0,2004
Grown Ups,161094625.0,250294625.0,,75000000.0,2010-06-25,PG-13,102.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,,9.0,5.8,13488.0,2010
Ghost Dog: Way of the Samurai,3330230.0,6030230.0,,2000000.0,2000-03-03,R,,Artisan,Original Screenplay,Drama,Contemporary Fiction,Jim Jarmusch,,,,2000
Guess Who,68915888.0,102115888.0,,35000000.0,2005-03-25,PG-13,103.0,Sony Pictures,Remake,Comedy,Contemporary Fiction,,43.0,5.7,15789.0,2005
Get Carter,14967182.0,19417182.0,,40000000.0,2000-10-06,R,,Warner Bros.,Remake,Drama,Contemporary Fiction,,12.0,4.8,14196.0,2000
Get Over It,11560259.0,11560259.0,,10000000.0,2001-03-09,PG-13,,Miramax,Original Screenplay,Romantic Comedy,Contemporary Fiction,,45.0,5.5,9350.0,2001
Veronica Guerin,1569918.0,9438074.0,,17000000.0,2003-10-17,R,,Walt Disney Pictures,Based on Real Life Events,Drama,Dramatization,Joel Schumacher,54.0,6.8,8778.0,2003
The Guru,3051221.0,23788368.0,,11000000.0,2003-01-31,R,,Universal,Original Screenplay,Comedy,Contemporary Fiction,,,5.5,9239.0,2003
A Guy Thing,15543862.0,17430594.0,,20000000.0,2003-01-17,PG-13,,MGM,Original Screenplay,Romantic Comedy,Contemporary Fiction,,,5.5,8147.0,2003
Ghost World,6217849.0,8764007.0,,5500000.0,2001-07-20,R,,MGM,Based on Comic/Graphic Novel,Comedy,Contemporary Fiction,Terry Zwigoff,92.0,7.7,42973.0,2001
Halloween 2,33392973.0,38512850.0,6646073.0,15000000.0,2009-08-28,R,105.0,Weinstein/Dimension,,Horror,Fantasy,Rob Zombie,,4.5,9284.0,2009
Hairspray,118823091.0,202823091.0,104104829.0,75000000.0,2007-07-20,PG,117.0,New Line,Remake,Musical,Historical Fiction,Adam Shankman,91.0,7.2,41511.0,2007
Half Baked,17394881.0,17394881.0,,8000000.0,1998-01-16,R,84.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,,29.0,6.3,18791.0,1998
Hamlet,4501094.0,7129670.0,,18000000.0,1996-12-25,PG-13,,Sony Pictures,Based on Play,Drama,Historical Fiction,,94.0,6.0,5147.0,1996
Hamlet,1577287.0,2288841.0,,2000000.0,2000-05-12,R,,Miramax,Based on Play,Drama,Contemporary Fiction,,71.0,6.0,5147.0,2000
Hannibal the Conqueror,0.0,0.0,,50000000.0,1969-12-31,,,Sony Pictures,Based on Book/Short Story,,Dramatization,Vin Diesel,,,,1969
Hancock,227946274.0,624346274.0,89352567.0,150000000.0,2008-07-02,PG-13,,Sony Pictures,Original Screenplay,Action,Super Hero,Peter Berg,40.0,6.5,100822.0,2008
Happily N'Ever After,15849032.0,38344430.0,16559473.0,47000000.0,2007-01-05,PG,,Lionsgate,Original Screenplay,Comedy,Kids Fiction,,,3.9,4678.0,2007
The Happening,64506874.0,163403799.0,21432877.0,60000000.0,2008-06-13,R,89.0,20th Century Fox,Original Screenplay,Thriller/Suspense,Science Fiction,M. Night Shyamalan,18.0,5.2,72259.0,2008
"Happy, Texas",2039192.0,2039192.0,,1700000.0,1999-10-01,PG-13,,Miramax,Original Screenplay,Comedy,Contemporary Fiction,,82.0,7.5,198.0,1999
Hard Candy,1024640.0,1881243.0,,950000.0,2006-04-14,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,,,7.2,45791.0,2006
Harsh Times,3337931.0,5963961.0,2638319.0,2000000.0,2006-11-10,R,120.0,MGM,Original Screenplay,Drama,Contemporary Fiction,,48.0,7.0,26347.0,2006
Harvard Man,56653.0,56653.0,,5500000.0,2002-05-17,R,,,,Drama,,,,4.9,2758.0,2002
Harry Brown,1818681.0,6294140.0,,7300000.0,2010-04-30,R,,Samuel Goldwyn Films,,Thriller/Suspense,,,,7.4,14297.0,2010
The House Bunny,48237389.0,70237389.0,15442818.0,25000000.0,2008-08-22,PG-13,98.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,Fred Wolf,39.0,5.5,18964.0,2008
The Devil's Rejects,17044981.0,20940428.0,,7000000.0,2005-07-22,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Rob Zombie,54.0,6.9,36082.0,2005
"House of 1,000 Corpses",12634962.0,16829545.0,,7000000.0,2003-04-11,R,,Lionsgate,Original Screenplay,Horror,Contemporary Fiction,Rob Zombie,,5.5,3311.0,2003
The House of the Dead,10199354.0,13767816.0,,7000000.0,2003-10-10,R,,Artisan,Based on Game,Horror,Contemporary Fiction,Uwe Boll,,6.5,5541.0,2003
Hidalgo,67286731.0,107336658.0,,78000000.0,2004-03-05,PG-13,136.0,Walt Disney Pictures,Original Screenplay,Western,Historical Fiction,Joe Johnston,46.0,6.6,23604.0,2004
Hide and Seek,51100486.0,123100486.0,,25000000.0,2005-01-28,R,105.0,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,,12.0,5.6,30891.0,2005
Hoodwinked,51386611.0,110011106.0,31171440.0,17500000.0,2005-12-16,PG,80.0,Weinstein Co.,Traditional/Legend/Fairytale,Comedy,Fantasy,,,6.7,20461.0,2005
How Do You Know?,0.0,0.0,,90000000.0,2010-12-17,,,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,,,,,2010
Head of State,37788228.0,38283765.0,,35200000.0,2003-03-28,PG-13,95.0,Dreamworks SKG,Original Screenplay,Comedy,Contemporary Fiction,Chris Rock,30.0,5.1,8447.0,2003
Hedwig and the Angry Inch,3067312.0,3643900.0,,6000000.0,2001-07-20,R,,Fine Line,Based on Musical/Opera,Musical,Contemporary Fiction,,92.0,7.6,14766.0,2001
Pooh's Heffalump Movie,18098433.0,52858433.0,,20000000.0,2005-02-11,G,,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,,80.0,6.3,1605.0,2005
He Got Game,21567853.0,21567853.0,,25000000.0,1998-05-01,R,134.0,Walt Disney Pictures,Original Screenplay,Drama,Contemporary Fiction,Spike Lee,80.0,6.8,14494.0,1998
Heist,23483357.0,28483168.0,,35000000.0,2001-11-09,R,109.0,New Line,Original Screenplay,Action,Contemporary Fiction,David Mamet,66.0,3.2,77.0,2001
Hellboy 2: The Golden Army,75986503.0,160388063.0,43689202.0,82500000.0,2008-07-11,PG-13,,Universal,Based on Comic/Graphic Novel,Action,Super Hero,Guillermo Del Toro,,7.3,61902.0,2008
